Zeitpunkt,Sensorname,Füllstandsdistanz,color,latitude,longitude
2022-03-13,107064 | 4B16,903.0,Weiss,47.4078613569,9.338463976
2022-03-14,107064 | 4B16,860.0,Weiss,47.4078613569,9.338463976
2022-03-15,107064 | 4B16,1376.0,Weiss,47.4078613569,9.338463976
2022-03-16,107064 | 4B16,1311.0,Weiss,47.4078613569,9.338463976
2022-03-17,107064 | 4B16,1204.0,Weiss,47.4078613569,9.338463976
2022-03-18,107064 | 4B16,1182.0,Weiss,47.4078613569,9.338463976
2022-03-19,107064 | 4B16,1032.0,Weiss,47.4078613569,9.338463976
2022-03-20,107064 | 4B16,860.0,Weiss,47.4078613569,9.338463976
2022-03-21,107064 | 4B16,838.0,Weiss,47.4078613569,9.338463976
2022-03-22,107064 | 4B16,1419.0,Weiss,47.4078613569,9.338463976
2022-03-23,107064 | 4B16,1268.0,Weiss,47.4078613569,9.338463976
2022-03-24,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-25,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-26,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-27,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-28,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-29,107064 | 4B16,1483.0,Weiss,47.4078613569,9.338463976
2022-03-30,107064 | 4B16,1462.0,Weiss,47.4078613569,9.338463976
2021-09-08,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2021-09-09,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2021-09-10,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-09-11,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2021-09-12,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-09-13,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2021-09-14,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-09-15,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2021-09-16,,,,,
2021-09-17,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2021-09-18,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2021-09-19,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2021-09-20,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2021-09-21,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2021-09-22,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2021-09-23,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2021-09-24,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-09-25,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2021-09-26,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-09-27,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-09-28,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2021-09-29,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2021-09-30,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2021-10-01,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2021-10-02,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-10-03,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2021-10-04,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2021-10-05,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2021-10-06,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2021-10-07,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2021-10-08,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2021-10-09,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-10-10,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2021-10-11,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2021-10-12,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-10-13,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2021-10-14,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-10-15,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2021-10-16,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2021-10-17,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-10-18,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-10-19,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2021-10-20,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2021-10-21,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2021-10-22,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2021-10-23,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2021-10-24,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2021-10-25,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2021-10-26,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-10-27,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-10-28,107065 | 4A3D,860.0,Weiss,47.4079297477,9.3335252579
2021-10-29,107065 | 4A3D,860.0,Weiss,47.4079297477,9.3335252579
2021-10-30,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2021-10-31,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-11-01,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-11-02,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2021-11-03,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2021-11-04,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2021-11-05,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2021-11-06,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2021-11-07,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2021-11-08,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2021-11-09,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-11-10,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-11-11,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-11-12,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2021-11-13,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2021-11-14,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2021-11-15,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2021-11-16,107065 | 4A3D,1354.0,Weiss,47.4079297477,9.3335252579
2021-11-17,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2021-11-18,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-11-19,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2021-11-20,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2021-11-21,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-11-22,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-11-23,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-11-24,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-11-25,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-11-26,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2021-11-27,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2021-11-28,107065 | 4A3D,580.0,Weiss,47.4079297477,9.3335252579
2021-11-29,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2021-11-30,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2021-12-01,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2021-12-02,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2021-12-03,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-12-04,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2021-12-05,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2021-12-06,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-12-07,107065 | 4A3D,860.0,Weiss,47.4079297477,9.3335252579
2021-12-08,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2021-12-09,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2021-12-10,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2021-12-11,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2021-12-12,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2021-12-13,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2021-12-14,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2021-12-15,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2021-12-16,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2021-12-17,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2021-12-18,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2021-12-19,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2021-12-20,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2021-12-21,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2021-12-22,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2021-12-23,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2021-12-24,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2021-12-25,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2021-12-26,107065 | 4A3D,967.0,Weiss,47.4079297477,9.3335252579
2021-12-27,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2021-12-28,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2021-12-29,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2021-12-30,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2021-12-31,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-01-01,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-01-02,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-01-03,107065 | 4A3D,860.0,Weiss,47.4079297477,9.3335252579
2022-01-04,107065 | 4A3D,1247.0,Weiss,47.4079297477,9.3335252579
2022-01-05,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-01-06,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-01-07,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-01-08,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-01-09,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-01-10,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2022-01-11,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-01-12,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-01-13,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-01-14,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-01-15,107065 | 4A3D,580.0,Weiss,47.4079297477,9.3335252579
2022-01-16,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-01-17,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-01-18,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-01-19,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2022-01-20,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-01-21,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-01-22,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-01-23,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-01-24,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-01-25,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-01-26,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-01-27,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-01-28,107065 | 4A3D,580.0,Weiss,47.4079297477,9.3335252579
2022-01-29,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-01-30,107065 | 4A3D,516.0,Weiss,47.4079297477,9.3335252579
2022-01-31,107065 | 4A3D,516.0,Weiss,47.4079297477,9.3335252579
2022-02-01,107065 | 4A3D,1354.0,Weiss,47.4079297477,9.3335252579
2022-02-02,107065 | 4A3D,1311.0,Weiss,47.4079297477,9.3335252579
2022-02-03,107065 | 4A3D,1247.0,Weiss,47.4079297477,9.3335252579
2022-02-04,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2022-02-05,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-02-06,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2022-02-07,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-02-08,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-02-09,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-02-10,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-02-11,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2022-02-12,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-02-13,107065 | 4A3D,408.0,Weiss,47.4079297477,9.3335252579
2022-02-14,107065 | 4A3D,408.0,Weiss,47.4079297477,9.3335252579
2022-02-15,107065 | 4A3D,1376.0,Weiss,47.4079297477,9.3335252579
2022-02-16,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-02-17,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-02-18,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-02-19,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-02-20,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2022-02-21,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-02-22,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2022-02-23,107065 | 4A3D,688.0,Weiss,47.4079297477,9.3335252579
2022-02-24,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-02-25,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-02-26,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-02-27,107065 | 4A3D,473.0,Weiss,47.4079297477,9.3335252579
2022-02-28,107065 | 4A3D,430.0,Weiss,47.4079297477,9.3335252579
2022-03-01,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2022-03-02,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2022-03-03,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-03-04,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-03-05,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-03-06,107065 | 4A3D,903.0,Weiss,47.4079297477,9.3335252579
2022-03-07,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-03-08,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2022-03-09,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-03-10,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-03-11,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2022-03-12,107065 | 4A3D,516.0,Weiss,47.4079297477,9.3335252579
2022-03-13,107065 | 4A3D,408.0,Weiss,47.4079297477,9.3335252579
2022-03-14,107065 | 4A3D,387.0,Weiss,47.4079297477,9.3335252579
2022-03-15,107065 | 4A3D,1247.0,Weiss,47.4079297477,9.3335252579
2022-03-16,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2022-03-17,107065 | 4A3D,1204.0,Weiss,47.4079297477,9.3335252579
2022-03-18,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-03-19,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-03-20,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2022-03-21,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2022-03-22,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2022-03-23,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-03-24,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-03-25,107065 | 4A3D,580.0,Weiss,47.4079297477,9.3335252579
2022-03-26,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-03-27,107065 | 4A3D,387.0,Weiss,47.4079297477,9.3335252579
2022-03-28,107065 | 4A3D,301.0,Weiss,47.4079297477,9.3335252579
2022-03-29,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-03-30,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2022-03-31,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-04-01,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-04-02,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-04-03,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-04-04,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-04-05,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2022-04-06,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-04-07,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2022-04-08,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-04-09,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-04-10,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-04-11,107065 | 4A3D,451.0,Weiss,47.4079297477,9.3335252579
2022-04-12,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2022-04-13,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-04-14,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-04-15,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-04-16,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-04-17,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2022-04-18,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2022-04-19,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-04-20,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-04-21,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-04-22,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-04-23,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-04-24,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-04-25,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-04-26,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2022-04-27,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2022-04-28,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-04-29,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-04-30,107065 | 4A3D,967.0,Weiss,47.4079297477,9.3335252579
2022-05-01,107065 | 4A3D,903.0,Weiss,47.4079297477,9.3335252579
2022-05-02,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-05-03,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2022-05-04,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-05-05,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2022-05-06,107065 | 4A3D,688.0,Weiss,47.4079297477,9.3335252579
2022-05-07,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2022-05-08,107065 | 4A3D,494.0,Weiss,47.4079297477,9.3335252579
2022-05-09,107065 | 4A3D,473.0,Weiss,47.4079297477,9.3335252579
2022-05-10,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-05-11,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2022-05-12,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-05-13,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2022-05-14,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-05-15,107065 | 4A3D,924.0,Weiss,47.4079297477,9.3335252579
2022-05-16,107065 | 4A3D,860.0,Weiss,47.4079297477,9.3335252579
2022-05-17,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-05-18,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2022-05-19,107065 | 4A3D,731.0,Weiss,47.4079297477,9.3335252579
2022-05-20,107065 | 4A3D,688.0,Weiss,47.4079297477,9.3335252579
2022-05-21,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2022-05-22,107065 | 4A3D,473.0,Weiss,47.4079297477,9.3335252579
2022-05-23,107065 | 4A3D,451.0,Weiss,47.4079297477,9.3335252579
2022-05-24,107065 | 4A3D,1333.0,Weiss,47.4079297477,9.3335252579
2022-05-25,107065 | 4A3D,1247.0,Weiss,47.4079297477,9.3335252579
2022-05-26,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2022-05-27,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-05-28,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-05-29,107065 | 4A3D,989.0,Weiss,47.4079297477,9.3335252579
2022-05-30,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-05-31,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-06-01,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-06-02,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-06-03,107065 | 4A3D,688.0,Weiss,47.4079297477,9.3335252579
2022-06-04,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2022-06-05,107065 | 4A3D,537.0,Weiss,47.4079297477,9.3335252579
2022-06-06,107065 | 4A3D,494.0,Weiss,47.4079297477,9.3335252579
2022-06-07,107065 | 4A3D,473.0,Weiss,47.4079297477,9.3335252579
2022-06-08,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-06-09,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2022-06-10,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2022-06-11,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-06-12,107065 | 4A3D,903.0,Weiss,47.4079297477,9.3335252579
2022-06-13,107065 | 4A3D,903.0,Weiss,47.4079297477,9.3335252579
2022-06-14,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-06-15,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2022-06-16,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-06-17,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-06-18,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-06-19,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-06-20,107065 | 4A3D,516.0,Weiss,47.4079297477,9.3335252579
2022-06-21,107065 | 4A3D,1247.0,Weiss,47.4079297477,9.3335252579
2022-06-22,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2022-06-23,107065 | 4A3D,1182.0,Weiss,47.4079297477,9.3335252579
2022-06-24,107065 | 4A3D,1096.0,Weiss,47.4079297477,9.3335252579
2022-06-25,107065 | 4A3D,1118.0,Weiss,47.4079297477,9.3335252579
2022-06-26,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2022-06-27,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-06-28,107065 | 4A3D,946.0,Weiss,47.4079297477,9.3335252579
2022-06-29,107065 | 4A3D,967.0,Weiss,47.4079297477,9.3335252579
2022-06-30,107065 | 4A3D,817.0,Weiss,47.4079297477,9.3335252579
2022-07-01,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2022-07-02,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-07-03,107065 | 4A3D,645.0,Weiss,47.4079297477,9.3335252579
2022-07-04,107065 | 4A3D,559.0,Weiss,47.4079297477,9.3335252579
2022-07-05,107065 | 4A3D,430.0,Weiss,47.4079297477,9.3335252579
2022-07-06,107065 | 4A3D,387.0,Weiss,47.4079297477,9.3335252579
2022-07-07,107065 | 4A3D,322.0,Weiss,47.4079297477,9.3335252579
2022-07-08,107065 | 4A3D,1290.0,Weiss,47.4079297477,9.3335252579
2022-07-09,107065 | 4A3D,1268.0,Weiss,47.4079297477,9.3335252579
2022-07-10,107065 | 4A3D,1053.0,Weiss,47.4079297477,9.3335252579
2022-07-11,107065 | 4A3D,1075.0,Weiss,47.4079297477,9.3335252579
2022-07-12,107065 | 4A3D,1032.0,Weiss,47.4079297477,9.3335252579
2022-07-13,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-07-14,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2022-07-15,107065 | 4A3D,795.0,Weiss,47.4079297477,9.3335252579
2022-07-16,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2022-07-17,107065 | 4A3D,666.0,Weiss,47.4079297477,9.3335252579
2022-07-18,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
2022-07-19,107065 | 4A3D,602.0,Weiss,47.4079297477,9.3335252579
2022-07-20,107065 | 4A3D,1397.0,Weiss,47.4079297477,9.3335252579
2022-07-21,107065 | 4A3D,1225.0,Weiss,47.4079297477,9.3335252579
2022-07-22,107065 | 4A3D,1161.0,Weiss,47.4079297477,9.3335252579
2022-07-23,107065 | 4A3D,1139.0,Weiss,47.4079297477,9.3335252579
2022-07-24,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-07-25,107065 | 4A3D,1010.0,Weiss,47.4079297477,9.3335252579
2022-07-26,107065 | 4A3D,881.0,Weiss,47.4079297477,9.3335252579
2022-07-27,107065 | 4A3D,838.0,Weiss,47.4079297477,9.3335252579
2022-07-28,107065 | 4A3D,752.0,Weiss,47.4079297477,9.3335252579
2022-07-29,107065 | 4A3D,774.0,Weiss,47.4079297477,9.3335252579
2022-07-30,107065 | 4A3D,709.0,Weiss,47.4079297477,9.3335252579
2022-07-31,107065 | 4A3D,623.0,Weiss,47.4079297477,9.3335252579
